hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region
no,yes,no,13-15years,white,no,7.0,0.0,0.0,0.0,northcentral
no,no,no,16years,white,no,11.0,1.0,0.0,40.0,west
yes,yes,yes,13-15years,white,no,25.0,0.0,1.0,54.0,west
no,no,no,9-11years,white,no,11.5,1.0,1.0,5.1,west
yes,no,yes,13-15years,white,no,33.0,0.0,0.0,26.0,other
yes,no,yes,12years,white,no,43.0,0.0,0.0,0.0,south
no,no,no,<9years,white,no,47.0,0.0,0.0,0.0,south
yes,no,yes,9-11years,white,no,37.5,0.0,0.0,17.369,west
yes,yes,yes,13-15years,black,no,12.0,,,15.0,south
yes,no,yes,>16years,white,no,27.0,0.0,2.0,54.5,northcentral
no,no,yes,12years,white,no,32.0,0.0,0.0,4.0,other
no,no,yes,12years,,no,14.0,0.0,3.0,12.0,south
yes,no,yes,13-15years,white,no,42.0,0.0,0.0,0.0,northcentral
no,yes,yes,13-15years,white,no,39.0,0.0,0.0,10.0,other
yes,yes,yes,16years,white,no,9.0,3.0,0.0,34.0,south
no,no,no,9-11years,,no,30.5,0.0,0.0,0.0,south
no,no,no,16years,white,no,5.0,2.0,0.0,15.0,west
no,yes,no,16years,white,no,7.0,0.0,0.0,27.0,other
yes,no,yes,13-15years,white,no,24.0,0.0,2.0,10.0,south
no,yes,yes,12years,white,no,43.0,0.0,0.0,35.0,other
yes,no,yes,12years,white,no,10.0,1.0,0.0,30.0,south
yes,no,yes,16years,white,no,15.0,2.0,1.0,26.0,northcentral
yes,yes,yes,12years,white,no,5.0,0.0,0.0,15.6,west
yes,no,yes,13-15years,white,no,26.0,0.0,1.0,51.0,other
yes,no,yes,12years,white,no,34.0,0.0,0.0,38.675,northcentral
yes,no,yes,9-11years,white,no,21.5,0.0,0.0,12.48,northcentral
yes,no,yes,13-15years,white,no,15.0,2.0,0.0,42.0,west
yes,yes,yes,13-15years,white,yes,15.0,1.0,1.0,40.0,other
no,no,yes,<9years,white,no,48.0,0.0,0.0,0.0,other
no,no,no,13-15years,white,no,23.0,0.0,2.0,18.153,northcentral
no,no,no,13-15years,white,no,7.0,2.0,0.0,6.16,northcentral
yes,no,yes,13-15years,white,yes,19.0,,,34.0,south
yes,no,yes,16years,white,no,40.0,0.0,0.0,0.0,west
no,no,no,12years,white,no,31.0,0.0,2.0,0.0,northcentral
no,no,no,9-11years,white,no,19.5,0.0,0.0,24.0,south
yes,no,yes,16years,white,no,26.0,0.0,2.0,57.0,northcentral
no,yes,no,16years,white,no,17.0,1.0,0.0,18.0,other
no,yes,yes,13-15years,white,no,16.0,0.0,2.0,36.0,northcentral
yes,no,yes,9-11years,,yes,22.5,0.0,4.0,9.6,west
yes,yes,yes,12years,white,no,23.0,1.0,1.0,28.0,south
no,yes,yes,9-11years,white,no,39.5,0.0,0.0,18.0,south
no,yes,no,16years,white,no,25.0,0.0,0.0,0.0,northcentral
yes,no,yes,12years,black,no,25.0,1.0,2.0,36.5,south
yes,no,yes,<9years,white,no,29.0,0.0,1.0,31.525,south
no,no,yes,16years,white,yes,28.0,0.0,0.0,0.0,south
yes,no,yes,<9years,,no,46.0,0.0,0.0,36.0,other
no,yes,yes,13-15years,white,no,10.0,1.0,0.0,44.0,south
no,yes,no,16years,black,no,8.0,1.0,1.0,10.4,northcentral
no,yes,no,13-15years,white,no,27.0,0.0,2.0,35.0,northcentral
yes,no,yes,16years,white,no,23.0,0.0,3.0,38.0,northcentral
yes,no,yes,12years,white,no,39.0,0.0,0.0,25.0,other
yes,yes,yes,16years,white,no,4.0,0.0,0.0,28.0,northcentral
yes,yes,yes,16years,white,no,16.0,,,24.0,other
yes,no,yes,12years,white,no,26.0,,,21.379,south
yes,no,yes,13-15years,white,no,35.0,0.0,0.0,88.0,northcentral
yes,no,yes,16years,white,no,5.0,0.0,1.0,39.0,west
yes,no,yes,12years,white,no,12.0,1.0,1.0,50.0,west
yes,no,yes,>16years,white,no,23.0,,,0.0,west
no,no,no,13-15years,white,no,33.0,0.0,0.0,65.0,northcentral
yes,no,yes,12years,white,no,26.0,0.0,2.0,51.0,other
yes,no,yes,13-15years,,no,8.0,2.0,0.0,99.999,south
yes,yes,yes,16years,white,no,22.0,0.0,2.0,49.9,northcentral
no,yes,no,13-15years,white,no,25.0,,,14.168,south
yes,no,yes,13-15years,white,no,13.0,3.0,1.0,45.0,west
yes,no,yes,13-15years,white,no,9.0,2.0,0.0,27.5,northcentral
no,yes,no,12years,white,no,45.0,0.0,0.0,0.0,other
yes,no,yes,16years,white,no,19.0,,,44.5,south
no,no,no,9-11years,black,no,16.5,,,0.08,south
no,yes,no,16years,white,no,7.0,2.0,0.0,16.0,south
no,no,no,12years,white,no,37.0,0.0,0.0,0.0,other
yes,no,yes,12years,white,no,39.0,0.0,0.0,8.5,northcentral
no,no,no,12years,white,no,47.0,0.0,0.0,0.006,northcentral
yes,no,yes,16years,white,no,11.0,2.0,0.0,33.5,northcentral
yes,no,yes,16years,white,no,41.0,0.0,0.0,0.0,south
no,yes,no,16years,white,no,15.0,0.0,3.0,40.0,other
yes,no,yes,12years,,no,13.0,0.0,3.0,36.0,south
no,no,no,13-15years,black,no,15.0,0.0,3.0,0.0,south
no,no,no,<9years,white,no,29.0,0.0,0.0,2.0,south
yes,yes,yes,12years,white,no,20.0,1.0,1.0,45.0,northcentral
no,yes,no,12years,white,no,32.0,0.0,0.0,15.0,south
yes,no,yes,9-11years,white,no,35.5,0.0,0.0,31.0,other
no,yes,no,>16years,white,no,38.0,0.0,0.0,40.0,other
no,yes,yes,16years,white,no,15.0,0.0,0.0,38.0,northcentral
yes,yes,yes,12years,white,no,18.0,0.0,0.0,17.5,other
yes,no,yes,13-15years,white,yes,15.0,1.0,1.0,42.0,other
no,no,no,12years,white,no,8.0,0.0,0.0,0.0,northcentral
yes,no,yes,16years,,no,18.0,0.0,2.0,15.721,west
yes,yes,yes,12years,white,no,26.0,0.0,0.0,41.788,south
yes,no,yes,13-15years,white,no,11.0,0.0,1.0,37.0,northcentral
no,no,no,12years,black,no,6.0,1.0,0.0,0.338,northcentral
yes,no,yes,13-15years,white,no,15.0,1.0,1.0,27.0,other
no,no,no,13-15years,white,no,1.0,1.0,0.0,2.2,west
no,yes,no,13-15years,white,no,10.0,1.0,0.0,12.0,northcentral
no,yes,yes,12years,white,no,37.0,0.0,0.0,0.0,south
no,yes,no,13-15years,white,no,12.0,0.0,0.0,58.24,south
no,no,no,13-15years,white,no,5.0,0.0,0.0,8.0,northcentral
yes,no,yes,9-11years,white,no,11.5,,,25.5,other
no,yes,yes,16years,white,no,13.0,0.0,0.0,29.0,west
yes,no,yes,12years,white,no,15.0,1.0,2.0,40.0,other
yes,no,yes,16years,,no,31.0,0.0,0.0,0.245,other
yes,no,yes,9-11years,white,yes,6.5,0.0,0.0,33.0,west
yes,yes,yes,13-15years,white,no,15.0,0.0,1.0,40.0,south
no,yes,yes,>16years,white,no,10.0,,,72.0,west
no,no,no,12years,white,no,10.0,0.0,0.0,17.744,west
yes,no,yes,12years,white,no,42.0,0.0,0.0,0.0,other
yes,no,yes,13-15years,white,no,8.0,0.0,2.0,25.0,south
yes,no,yes,12years,,no,10.0,1.0,1.0,37.0,other
no,yes,no,13-15years,white,no,21.0,0.0,2.0,32.0,northcentral
no,no,no,9-11years,white,no,40.5,0.0,0.0,0.0,south
no,no,no,12years,white,no,38.0,0.0,0.0,16.0,northcentral
yes,no,yes,13-15years,white,no,32.0,0.0,0.0,99.999,other
yes,no,yes,13-15years,white,no,6.0,4.0,0.0,12.0,northcentral
yes,no,yes,16years,white,no,18.0,0.0,2.0,72.9,northcentral
yes,no,yes,16years,white,no,10.0,1.0,0.0,47.0,other
yes,yes,yes,13-15years,,no,21.0,0.0,1.0,12.2,other
no,yes,no,13-15years,white,no,9.0,1.0,0.0,23.3,west
yes,no,yes,13-15years,white,no,41.0,0.0,0.0,13.0,northcentral
no,yes,no,12years,white,no,23.0,0.0,0.0,1.25,south
yes,no,yes,13-15years,white,no,1.0,,,14.0,other
no,no,no,13-15years,white,no,22.0,,,12.0,northcentral
yes,no,yes,12years,white,no,13.0,0.0,0.0,19.0,other
no,yes,no,13-15years,white,yes,16.0,2.0,1.0,16.0,other
no,yes,no,13-15years,white,no,13.0,2.0,0.0,26.216,northcentral
no,no,no,12years,white,no,21.0,0.0,1.0,0.0,northcentral
no,yes,yes,12years,,no,42.0,0.0,0.0,26.0,northcentral
yes,no,yes,>16years,white,no,19.0,0.0,2.0,63.0,south
no,yes,yes,13-15years,white,no,2.0,,,14.0,west
yes,no,yes,13-15years,white,no,17.0,0.0,2.0,39.0,west
yes,no,yes,13-15years,,no,31.0,0.0,1.0,66.0,northcentral
no,no,no,12years,white,no,43.0,0.0,0.0,10.0,south
yes,no,yes,<9years,white,no,24.0,,,20.0,west
no,yes,no,12years,white,no,3.0,1.0,0.0,15.2,west
yes,no,yes,16years,white,no,20.0,0.0,2.0,60.0,other
no,yes,yes,>16years,white,no,18.0,0.0,0.0,19.0,northcentral
yes,no,yes,12years,white,no,22.0,0.0,3.0,48.0,west
yes,no,yes,16years,white,no,23.0,0.0,2.0,47.825,other
no,yes,yes,12years,white,no,27.0,0.0,2.0,45.548,other
yes,no,yes,16years,white,no,16.0,1.0,3.0,99.999,other
no,yes,no,13-15years,black,no,21.0,0.0,2.0,24.0,south
no,no,no,12years,white,yes,27.0,1.0,1.0,0.0,west
no,no,no,13-15years,white,yes,16.0,0.0,2.0,21.736,west
yes,no,yes,12years,white,no,9.0,0.0,3.0,15.5,west
yes,yes,yes,12years,white,no,19.0,0.0,1.0,36.0,northcentral
no,no,no,9-11years,white,no,25.5,0.0,1.0,2.1,west
yes,no,yes,12years,white,no,37.0,0.0,0.0,74.0,south
no,yes,no,13-15years,white,no,44.0,0.0,0.0,0.0,northcentral
yes,no,yes,9-11years,white,no,34.5,0.0,0.0,27.0,other
yes,no,yes,13-15years,white,no,16.0,0.0,2.0,55.0,south
yes,no,yes,13-15years,white,no,14.0,1.0,2.0,30.0,west
no,no,no,13-15years,,yes,8.0,1.0,0.0,6.2,northcentral
yes,yes,yes,12years,white,no,31.0,0.0,1.0,0.0,northcentral
no,no,no,13-15years,white,no,14.0,1.0,1.0,24.0,northcentral
yes,no,yes,13-15years,white,no,25.0,0.0,1.0,50.0,west
no,yes,yes,16years,white,no,10.0,1.0,1.0,35.0,northcentral
yes,no,yes,13-15years,white,no,25.0,,,48.0,other
yes,no,yes,16years,white,no,7.0,1.0,0.0,21.0,south
no,no,no,12years,white,no,26.0,0.0,0.0,0.0,northcentral
yes,yes,yes,12years,white,no,30.0,0.0,0.0,68.2,northcentral
no,yes,yes,13-15years,white,no,12.0,0.0,0.0,17.0,other
yes,no,yes,16years,white,no,29.0,0.0,0.0,50.5,northcentral
yes,yes,yes,<9years,white,no,12.0,0.0,2.0,15.0,south
yes,no,yes,13-15years,,no,7.0,0.0,0.0,32.0,south
yes,no,yes,13-15years,white,no,9.0,1.0,0.0,34.468,south
yes,yes,yes,12years,white,no,7.0,0.0,2.0,25.0,northcentral
yes,no,yes,13-15years,white,no,19.0,,,99.999,other
no,no,no,9-11years,black,no,46.5,0.0,0.0,0.0,south
yes,yes,yes,<9years,white,no,39.0,0.0,1.0,30.0,other
yes,no,yes,12years,white,no,41.0,0.0,0.0,29.0,south
yes,no,yes,13-15years,white,no,28.0,0.0,0.0,40.0,northcentral
no,no,no,13-15years,white,no,34.0,0.0,0.0,0.0,west
yes,no,yes,9-11years,white,no,43.5,,,0.0,other
no,yes,yes,<9years,white,no,37.0,0.0,0.0,16.619,south
yes,no,yes,13-15years,,no,17.0,0.0,0.0,0.0,other
no,no,no,12years,white,no,12.0,1.0,1.0,10.0,west
yes,no,yes,12years,white,no,47.0,0.0,0.0,14.0,west
yes,no,yes,16years,,no,11.0,1.0,0.0,25.0,south
yes,no,yes,12years,,no,33.0,0.0,0.0,38.0,northcentral
yes,no,yes,12years,white,no,14.0,0.0,2.0,11.343,south
no,yes,no,12years,white,no,10.0,0.0,0.0,33.0,northcentral
no,yes,no,13-15years,white,no,22.0,0.0,0.0,70.0,west
no,yes,no,9-11years,white,no,9.5,,,20.0,west
yes,yes,yes,13-15years,white,no,27.0,0.0,0.0,28.0,south
yes,no,yes,12years,white,yes,9.0,1.0,1.0,23.32,west
yes,no,yes,>16years,white,no,9.0,0.0,1.0,24.0,northcentral
yes,no,yes,13-15years,white,no,18.0,3.0,0.0,15.0,west
no,no,no,12years,white,no,39.0,0.0,2.0,32.0,south
no,no,yes,13-15years,white,no,5.0,0.0,1.0,18.56,northcentral
yes,yes,yes,16years,,no,30.0,,,49.0,west
no,yes,no,12years,white,no,32.0,0.0,0.0,0.0,northcentral
no,no,no,12years,white,no,8.0,0.0,0.0,29.5,west
yes,no,yes,12years,white,no,7.0,,,45.0,south
yes,no,yes,9-11years,,yes,23.5,2.0,0.0,40.0,west
yes,no,yes,13-15years,white,no,16.0,,,22.0,other
no,yes,yes,12years,white,no,45.0,0.0,0.0,60.0,south
no,yes,no,12years,white,no,35.0,0.0,0.0,0.0,south
no,yes,yes,16years,white,no,5.0,0.0,0.0,27.7,west
yes,no,yes,>16years,,no,35.0,0.0,0.0,0.6,south
no,yes,no,12years,,no,15.0,2.0,0.0,63.0,other
no,yes,yes,16years,other,no,11.0,1.0,1.0,46.0,south
yes,no,yes,12years,white,no,5.0,0.0,0.0,15.0,other
yes,yes,yes,13-15years,white,no,16.0,0.0,0.0,108.84,south
yes,yes,yes,13-15years,white,no,14.0,1.0,3.0,19.0,west
yes,yes,yes,12years,black,no,25.0,0.0,2.0,22.0,other
no,no,no,9-11years,white,no,40.5,0.0,0.0,0.0,west
no,no,no,12years,white,yes,5.0,1.0,0.0,7.6,west
no,yes,no,13-15years,white,no,44.0,0.0,0.0,14.946,northcentral
yes,no,yes,16years,white,no,7.0,0.0,0.0,50.0,south
no,yes,yes,16years,white,no,12.0,0.0,0.0,37.0,south
no,no,no,<9years,white,no,49.0,0.0,0.0,0.0,south
no,yes,yes,13-15years,,no,4.0,1.0,0.0,3.2,west
no,yes,no,9-11years,black,no,20.5,0.0,0.0,3.0,south
no,no,no,>16years,white,no,28.0,0.0,0.0,0.0,south
no,no,no,12years,white,no,33.0,0.0,0.0,14.0,south
no,yes,no,16years,white,no,32.0,,,0.0,other
yes,no,yes,16years,white,no,16.0,,,35.0,other
no,yes,no,9-11years,,no,27.5,0.0,1.0,25.0,northcentral
yes,no,yes,12years,black,no,24.0,0.0,2.0,13.0,south
yes,no,yes,>16years,,no,14.0,,,52.0,other
no,yes,yes,13-15years,,no,13.0,1.0,0.0,65.0,south
no,no,no,12years,white,no,37.0,0.0,0.0,7.5,other
yes,no,yes,13-15years,white,no,22.0,0.0,1.0,34.0,south
no,yes,no,>16years,white,no,12.0,0.0,1.0,20.0,other
no,yes,no,12years,,no,8.0,0.0,0.0,9.0,south
no,no,no,13-15years,white,yes,33.0,0.0,1.0,2.9,other
yes,no,yes,13-15years,white,no,3.0,2.0,0.0,11.0,northcentral
yes,yes,yes,13-15years,white,no,32.0,0.0,0.0,37.0,west
yes,no,yes,13-15years,white,no,14.0,2.0,1.0,99.999,northcentral
yes,no,yes,12years,white,no,36.0,0.0,0.0,39.8,south
no,no,no,<9years,,no,32.0,0.0,1.0,9.6,south
no,yes,no,>16years,white,no,13.0,0.0,0.0,0.0,other
no,yes,yes,12years,white,no,29.0,0.0,0.0,60.0,west
no,yes,yes,16years,white,no,8.0,0.0,0.0,39.087,west
yes,no,yes,16years,white,no,28.0,0.0,0.0,63.0,northcentral
yes,no,yes,13-15years,white,no,17.0,0.0,2.0,52.0,south
yes,no,yes,12years,white,no,16.0,,,22.575,other
no,no,no,13-15years,,no,37.0,0.0,0.0,2.2,other
no,no,no,12years,white,no,27.0,,,50.0,other
yes,no,yes,12years,white,yes,8.0,0.0,0.0,21.0,northcentral
yes,no,yes,13-15years,white,no,22.0,0.0,0.0,45.0,northcentral
yes,no,yes,12years,white,no,16.0,0.0,0.0,22.0,west
yes,no,yes,9-11years,white,no,39.5,0.0,0.0,15.74,northcentral
no,no,yes,13-15years,,no,6.0,0.0,0.0,21.46,northcentral
no,yes,no,12years,white,no,36.0,0.0,0.0,44.0,other
no,yes,yes,16years,white,no,5.0,0.0,0.0,25.0,west
yes,no,yes,13-15years,white,no,20.0,0.0,1.0,36.0,northcentral
yes,yes,yes,9-11years,white,no,25.5,0.0,0.0,64.08,other
no,yes,no,12years,white,no,8.0,0.0,0.0,0.0,other
yes,no,yes,12years,white,no,14.0,1.0,1.0,40.0,south
yes,no,yes,>16years,white,no,17.0,,,40.0,west
yes,no,yes,12years,white,no,44.0,,,0.0,northcentral
no,no,no,9-11years,white,no,25.5,0.0,1.0,0.0,south
yes,no,yes,12years,,no,34.0,0.0,0.0,25.0,northcentral
no,yes,no,12years,,no,21.0,1.0,1.0,18.0,other
yes,yes,yes,13-15years,white,no,23.0,0.0,2.0,39.0,south
no,yes,no,13-15years,white,no,10.0,1.0,0.0,0.0,northcentral
no,yes,yes,12years,white,no,38.0,0.0,0.0,27.0,northcentral
no,yes,yes,16years,white,no,12.0,0.0,0.0,30.0,south
yes,no,yes,16years,,no,8.0,0.0,0.0,63.0,west
no,yes,yes,>16years,white,no,26.0,0.0,1.0,20.0,south
no,no,no,12years,white,no,42.0,0.0,0.0,0.0,south
yes,no,yes,12years,white,no,22.0,1.0,0.0,43.0,northcentral
no,no,no,<9years,white,no,49.0,0.0,0.0,0.0,south
yes,no,yes,13-15years,white,no,16.0,0.0,0.0,55.0,south
no,no,no,12years,white,no,11.0,1.0,0.0,0.0,northcentral
yes,no,yes,9-11years,black,no,39.5,0.0,0.0,22.312,south
no,yes,no,13-15years,white,no,9.0,1.0,0.0,20.0,northcentral
no,yes,no,13-15years,white,no,20.0,,,20.0,west
yes,no,yes,16years,white,no,32.0,0.0,0.0,48.5,south
no,no,no,12years,white,no,25.0,0.0,0.0,3.2,south
no,no,no,<9years,white,yes,35.0,,,0.0,south
no,no,no,12years,white,no,43.0,0.0,0.0,0.0,west
no,yes,no,13-15years,white,no,41.0,0.0,1.0,20.0,northcentral
yes,no,yes,12years,white,no,44.0,0.0,0.0,0.0,northcentral
yes,no,yes,>16years,white,no,12.0,1.0,0.0,77.0,south
yes,no,yes,13-15years,white,no,23.0,0.0,2.0,68.0,northcentral
no,yes,no,>16years,white,no,8.0,1.0,0.0,63.0,northcentral
yes,no,yes,>16years,white,no,35.0,0.0,0.0,50.0,northcentral
yes,no,yes,>16years,white,no,27.0,0.0,0.0,35.2,south
no,no,no,13-15years,black,no,15.0,1.0,0.0,32.0,west
no,yes,no,>16years,white,no,6.0,0.0,0.0,20.0,other
no,yes,no,12years,white,no,47.0,0.0,0.0,0.3,other
no,yes,yes,13-15years,white,no,5.0,0.0,0.0,17.0,west
yes,yes,yes,12years,white,no,25.0,0.0,1.0,30.0,south
no,yes,no,12years,white,yes,10.0,1.0,1.0,19.5,northcentral
no,yes,yes,13-15years,white,no,3.0,,,13.7,south
no,no,yes,<9years,white,yes,7.0,1.0,0.0,14.0,south
yes,no,yes,12years,white,no,46.0,0.0,0.0,0.0,south
yes,no,yes,12years,white,no,9.0,0.0,1.0,30.0,northcentral
no,yes,no,>16years,white,no,17.0,0.0,2.0,65.0,northcentral
no,yes,yes,>16years,white,no,18.0,0.0,3.0,99.999,west
no,yes,no,16years,white,no,41.0,0.0,0.0,0.0,south
yes,no,yes,16years,white,no,23.0,0.0,1.0,63.0,west
yes,no,yes,13-15years,white,no,35.0,0.0,1.0,74.0,west
no,yes,no,16years,white,no,16.0,,,51.0,northcentral
no,no,no,13-15years,white,no,12.0,3.0,0.0,0.0,northcentral
no,yes,yes,12years,white,no,19.0,0.0,2.0,25.0,south
yes,no,yes,9-11years,black,no,27.5,0.0,2.0,18.0,south
no,yes,yes,16years,white,no,11.0,0.0,0.0,25.0,northcentral
yes,no,yes,12years,white,no,45.0,,,0.0,west
no,yes,yes,12years,white,no,7.0,1.0,0.0,23.0,northcentral
yes,no,yes,13-15years,white,no,18.0,0.0,3.0,76.2,west
no,yes,no,9-11years,white,no,46.5,0.0,0.0,0.0,northcentral
no,yes,no,13-15years,white,no,45.0,,,0.0,south
yes,no,yes,12years,,no,14.0,0.0,0.0,19.5,south
no,yes,no,12years,white,no,46.0,0.0,0.0,0.0,west
no,no,no,12years,white,yes,18.0,0.0,3.0,20.0,other
no,no,no,<9years,black,yes,26.0,2.0,4.0,0.0,south
no,yes,no,12years,white,no,28.0,0.0,0.0,41.0,west
no,yes,no,12years,white,no,38.0,0.0,0.0,0.0,other
no,yes,no,12years,white,no,12.0,0.0,0.0,0.0,other
yes,yes,yes,12years,white,no,13.0,0.0,0.0,32.0,northcentral
yes,no,yes,13-15years,black,no,14.0,,,35.0,northcentral
yes,no,yes,12years,white,no,15.0,0.0,2.0,65.0,other
no,yes,no,12years,white,no,20.0,0.0,2.0,25.0,south
no,no,no,9-11years,white,no,48.5,0.0,0.0,0.0,west
yes,yes,yes,12years,white,no,22.0,0.0,1.0,44.0,northcentral
yes,no,yes,13-15years,white,no,12.0,0.0,0.0,30.562,south
no,yes,no,13-15years,white,no,24.0,,,23.0,south
no,yes,yes,>16years,white,no,21.0,0.0,0.0,49.0,northcentral
yes,no,yes,13-15years,white,no,25.0,0.0,0.0,48.0,west
no,yes,no,13-15years,white,yes,13.0,0.0,2.0,0.0,south
no,yes,no,13-15years,white,no,22.0,0.0,3.0,7.18,west
no,yes,yes,16years,white,no,5.0,1.0,0.0,25.0,other
yes,yes,yes,16years,white,no,18.0,0.0,2.0,27.255,west
yes,yes,yes,16years,white,no,16.0,2.0,1.0,50.0,west
yes,no,yes,12years,,no,15.0,1.0,1.0,24.0,south
yes,yes,yes,12years,white,no,22.0,0.0,1.0,37.0,other
no,yes,no,16years,white,no,27.0,0.0,1.0,0.0,west
no,yes,yes,>16years,white,no,21.0,0.0,0.0,30.0,west
no,yes,no,12years,white,no,38.0,0.0,0.0,0.0,west
yes,no,yes,16years,white,no,7.0,1.0,0.0,29.5,northcentral
yes,yes,yes,16years,,no,10.0,0.0,3.0,52.0,other
no,yes,yes,16years,white,no,23.0,1.0,1.0,38.0,south
yes,no,yes,12years,white,no,37.0,0.0,0.0,45.0,northcentral
yes,no,yes,12years,,no,25.0,0.0,2.0,35.0,northcentral
yes,no,yes,13-15years,white,no,35.0,,,40.0,other
yes,no,yes,12years,white,no,39.0,0.0,0.0,33.0,northcentral
no,no,no,13-15years,white,no,32.0,0.0,0.0,36.0,other
yes,no,yes,13-15years,white,no,10.0,,,26.0,west
yes,no,yes,16years,white,no,20.0,0.0,2.0,66.0,northcentral
yes,no,yes,12years,white,no,24.0,0.0,2.0,49.2,northcentral
no,yes,no,9-11years,white,no,37.5,0.0,0.0,0.0,other
no,no,no,12years,white,no,44.0,0.0,0.0,0.0,other
yes,yes,yes,12years,white,no,29.0,0.0,0.0,75.0,other
no,yes,no,12years,black,no,13.0,1.0,1.0,15.0,south
yes,no,yes,13-15years,white,no,18.0,0.0,2.0,40.551,west
no,yes,yes,>16years,white,no,7.0,0.0,1.0,26.0,south
no,no,no,13-15years,white,no,10.0,1.0,1.0,36.0,west
no,no,no,9-11years,white,yes,3.5,1.0,0.0,14.0,northcentral
yes,no,yes,13-15years,white,no,29.0,0.0,0.0,183.719,south
yes,no,yes,13-15years,white,no,28.0,0.0,1.0,48.0,west
yes,no,yes,16years,white,no,24.0,0.0,1.0,99.999,west
yes,yes,yes,12years,white,no,20.0,0.0,2.0,30.0,west
yes,no,yes,<9years,,yes,20.0,1.0,2.0,28.0,west
yes,no,yes,12years,white,no,23.0,0.0,2.0,60.0,northcentral
no,yes,yes,13-15years,white,no,23.0,0.0,2.0,46.0,south
yes,no,yes,12years,white,no,13.0,2.0,0.0,31.0,other
no,yes,no,12years,white,no,23.0,0.0,2.0,17.7,south
no,no,no,9-11years,white,yes,10.5,,,0.0,west
no,yes,no,13-15years,white,no,9.0,1.0,1.0,20.0,west
yes,yes,yes,13-15years,white,no,18.0,0.0,2.0,5.0,south
no,no,no,16years,white,no,15.0,0.0,3.0,28.0,south
no,no,no,12years,,no,6.0,,,14.0,west
no,yes,no,12years,white,no,27.0,0.0,2.0,9.0,south
no,no,no,16years,white,no,11.0,,,0.0,west
yes,no,yes,9-11years,white,no,25.5,0.0,0.0,36.4,other
no,no,no,9-11years,white,no,48.5,0.0,0.0,0.0,west
yes,no,yes,12years,white,no,33.0,0.0,0.0,42.0,northcentral
no,yes,no,12years,white,no,29.0,0.0,1.0,0.0,south
no,no,no,12years,white,no,16.0,,,9.8,south
yes,no,yes,12years,white,no,45.0,,,34.0,other
no,yes,no,13-15years,white,no,26.0,0.0,0.0,0.0,west
no,no,no,12years,,yes,38.0,0.0,0.0,0.0,other
no,yes,yes,13-15years,white,no,17.0,0.0,2.0,0.0,south
no,yes,no,12years,white,no,27.0,0.0,0.0,36.0,northcentral
yes,yes,yes,>16years,white,yes,10.0,0.0,0.0,56.0,other
yes,no,yes,12years,white,no,30.0,,,29.8,south
no,yes,no,16years,white,no,4.0,0.0,0.0,30.0,northcentral
no,no,no,16years,white,no,19.0,0.0,2.0,0.0,west
yes,no,yes,16years,white,no,33.0,0.0,0.0,0.0,other
no,no,no,>16years,white,no,23.0,1.0,0.0,43.148,south
no,yes,no,12years,white,no,12.0,0.0,0.0,16.0,south
yes,yes,yes,12years,white,no,16.0,1.0,0.0,26.0,west
no,yes,yes,16years,white,no,21.0,0.0,1.0,50.0,northcentral
no,no,no,9-11years,white,no,15.5,,,29.12,northcentral
no,yes,no,16years,white,no,21.0,0.0,0.0,10.96,south
yes,no,yes,16years,white,no,19.0,1.0,0.0,83.2,other
yes,no,yes,9-11years,white,yes,7.5,1.0,0.0,18.076,other
yes,no,yes,>16years,white,yes,13.0,1.0,1.0,60.0,other
yes,no,yes,13-15years,white,no,17.0,,,40.0,northcentral
no,no,no,13-15years,white,no,45.0,0.0,0.0,0.0,northcentral
yes,yes,yes,16years,white,no,32.0,0.0,1.0,31.0,west
no,yes,no,12years,white,no,44.0,,,0.0,west
yes,no,yes,12years,white,no,42.0,0.0,0.0,99.999,northcentral
no,yes,yes,12years,white,no,28.0,0.0,0.0,28.0,south
no,no,no,9-11years,white,no,47.5,0.0,0.0,22.88,other
yes,no,yes,16years,white,no,6.0,2.0,0.0,26.0,south
no,yes,yes,>16years,white,no,3.0,0.0,0.0,34.475,northcentral
yes,yes,yes,13-15years,white,no,19.0,0.0,2.0,58.0,other
yes,no,yes,12years,white,no,25.0,0.0,1.0,36.0,west
yes,no,yes,13-15years,white,no,25.0,0.0,2.0,65.0,south
yes,no,yes,13-15years,white,no,11.0,0.0,0.0,50.0,west
yes,no,yes,13-15years,white,no,18.0,,,60.0,other
yes,no,yes,16years,,no,31.0,0.0,0.0,44.0,south
no,no,no,16years,white,no,22.0,0.0,2.0,0.0,other
no,no,no,13-15years,other,no,18.0,2.0,3.0,4.0,northcentral
no,yes,yes,16years,white,no,24.0,0.0,0.0,33.443,south
no,yes,no,13-15years,white,no,25.0,0.0,2.0,33.6,south
yes,yes,yes,12years,white,no,42.0,0.0,0.0,0.0,south
yes,yes,yes,13-15years,white,no,23.0,0.0,2.0,55.0,west
yes,no,yes,16years,white,no,18.0,1.0,1.0,45.091,other
yes,no,yes,16years,white,no,24.0,0.0,3.0,31.412,west
yes,no,yes,9-11years,white,no,40.5,0.0,0.0,38.0,northcentral
no,yes,yes,>16years,white,no,23.0,0.0,0.0,40.0,northcentral
no,yes,no,13-15years,white,no,40.0,0.0,0.0,0.0,west
yes,no,yes,13-15years,white,no,28.0,0.0,0.0,39.0,south
